OBJECTID,CAPTURE_ACCURACY,EQUIPMENT,DESCRIPTION,STATUS,OBJECT_TYPE_DESCRIPTION,Shape__Length,GlobalID
1,2,100030393,Rhyolite Track,OPEN,Tramping Track,2239.71483025014,758caa01-f2bf-43dc-b074-df1eebdd2eca
2,6,100030166,OTAKI RIVER TRACK,OPEN,Tramping Track,517.613295710912,bd1ff184-0da4-4aed-9e3d-9b00897c2ab3
3,2,100104089,SCHOOLHOUSE FLAT TRACK,OPEN,Tramping Track,1319.72556573415,d7c97787-9937-4128-8489-1fca9df17a0e
4,2,100044907,LONG GULLY LOOP TRACK,OPEN,Tramping Track,6686.12173715576,e0d2fced-712d-4879-a041-58c6307bb500
5,6,100066279,MT SHRIMPTON TRACK,OPEN,Tramping Track,3098.48349375144,937a863b-2e94-4703-98f5-d6d30d2d6071
6,2,100044366,PAPAITONGA TRACK,OPEN,Walking Track,1172.16948812166,d17a9516-18d3-4c92-b6de-7f71a5130e93
7,2,100066183,RONGOMAI TRACK (W. OKATAINA W/WAY TO L.,OPEN,Walking Track,1939.45194357227,bc6a4ea1-4aca-46a4-8f3a-c0dcfe77de3b
8,2,100066471,Opopo Bay Track,OPEN,Walking Track,1875.98412250452,1f107852-dec4-4f8c-9169-b6f5430ea962
9,4,100045618,Hooks Bay Track,OPEN,Walking Track,2277.68366139887,cfd80950-7273-4a3d-a498-001dfb43459c
10,2,100066316,W.OKATAINA W/WAY - OEC TO NGAPUKA BAY,OPEN,Tramping Track,3678.16766693905,2fd3fc84-30ae-47c6-b987-ab863d1c43a4
11,6,100121057,Gorman Track High Easement,OPEN,Route,4237.30147163741,fb24e987-0036-47e1-ad69-f773f8ca51dc
12,6,100121058,Gorman Track Low Easement,OPEN,Route,774.252786445134,46789262-883d-4032-bbe8-b1ec130840ba
13,2,100044533,KEA POINT TRACK,OPEN,Walking Track,1833.88444338797,3bc1be12-fed4-4fb8-8012-7073174f0f8c
14,6,100045263,Mid Wairoa Hut to Top Wairoa Hut,OPEN,Tramping Track,6795.02914647497,c30d5dd2-1afd-4e9a-96c8-57790d7e5afa
15,2,100093352,Big Slip Lookout track,CLSD,Walking Track,290.891908900981,7ef51eca-386c-4733-b464-4c2b481c665c
16,6,100031496,OKAHUKURA LOOP TRACK,OPEN,Tramping Track,15303.1392005206,e5e1ea79-fc6c-43bc-ac1d-dc06d58e609c
17,6,100031504,MANGAKAHU TRACK,OPEN,Tramping Track,950.133546178696,72b5cd20-f9ea-41ca-9a9e-02935d1beb6c
18,5,100031506,Britannia Track,OPEN,Walking Track,4194.88615296324,b8fe3e94-3c53-4c1f-a829-1793c32768d2
19,2,100031507,Coal Creek Walking Track,OPEN,Walking Track,1699.13985350698,3c0d9b12-4f83-4e25-827c-6aed220158d5
20,2,100031508,Lake Kaniere Walkway,OPEN,Walking Track,10076.010772718,314392ed-5c16-444d-a4af-fb08df4d316f
21,2,100031509,DOLAMORE TK,OPEN,Walking Track,1932.96762156586,cddb5b2c-68dd-4912-82dd-ec7616c89833
22,2,100031510,GLORY TK,OPEN,Walking Track,1995.24459586531,e4cb567e-49d7-4733-9502-d7c4671e1a48
23,2,100031511,MONOWAI LOOKOUT TK,OPEN,Walking Track,1196.37160443389,77303ca2-3de4-4022-b02c-4cbd8939847c
24,2,100031512,"LILLIAN'S LOOP TRACK, TUATAPERE",OPEN,Walking Track,525.793329680598,5a034acc-649f-4a05-bbae-12f218ff55c7
25,2,100031513,TRACK - DEEP BAY,OPEN,Walking Track,343.865633650037,4ae1848b-f81e-4b71-b0c1-9b28c0527438
26,2,100031514,TRACK - ACKERS POINT,OPEN,Walking Track,1274.58668925816,41dbb0d3-9f47-4c55-87c1-f1ca92da0478
27,5,100031515,TE ANA-AU CAVE TRACK,OPEN,Walking Track,136.235889476128,d51020ad-20b0-4b53-94c0-3fb14c29b980
28,6,100031516,TE WAIKOROPUPU SPRINGS WALK,OPEN,Short Walk(disabled),1032.23614821798,bcc24031-e897-4d8d-bb8d-9c12810285fa
29,2,100031517,HONEYDEW TRACK,OPEN,Short Walk,1205.26936520229,0caa7126-5f56-4415-b9b0-65045db494a2
30,6,100031518,TRAINS TK,OPEN,Tramping Track,12327.6408155215,84989296-b1ca-4048-be0c-a2d30d91fdab
31,6,100031519,TRAINS TO TAHUPO ROUTE,OPEN,Route,8530.81495829112,c7ed7563-2224-49d5-a177-d1579f97c542
32,6,100031520,HIHITAHI FOREST SANCTUARY TK (TO ZEKES H,OPEN,Tramping Track,10403.133371589,c1ef3029-3db2-420d-a3cf-ca1c5d1704e4
33,2,100031523,BARTRUMS SWINGBRDG TO BRIDGE TO NOWHERE,CLSD,Tramping Track,8212.46611220972,33d8b6dd-93fb-4a58-abde-2e37a53b5078
34,2,100031524,KAIWHAKAUKA TK - WHAKAHORO HUT TO PARK B,OPEN,Tramping Track,6803.16583817432,bfc97462-c46f-49b0-aa84-dc64fae08013
35,2,100031525,STONY RIVER ROUTE,OPEN,Tramping Track,4887.04616883063,6d0e1567-e5af-4573-a71e-e79a7453b7d0
36,2,100031527,BRAMES FALLS ROUTE:IHAIA TK JTN-BOBS BLF,OPEN,Tramping Track,5719.56451135767,70b35d12-73a8-41ae-8188-23f105c531e5
37,2,100031528,TAUNGATARA ROUTE,OPEN,Route,5311.49739107515,549f837b-2a60-4507-9e0b-0c11da170faa
38,2,100031529,KAIWHAKAUKA TK - PARK BOUNDARY TO COOTES,OPEN,Tramping Track,6053.91266518308,e6b543fe-a4b8-49b8-8234-80c89ddf4a36
39,4,100031532,Kura Tawhiti Access Track,OPEN,Walking Track,581.806469330738,918ab384-85c7-4aa0-8120-0cd40cfc6951
40,2,100031533,Old Coach Road,CLSD,Short Walk,1127.38580452022,4582c116-f6df-4880-97de-320abe78f4b3
41,6,100031534,TUSSOCK HUT JTN/MANGAPAPA TO MANGATAINOK,OPEN,Route,4658.73400722791,f93b8098-beba-4d1c-b460-2f2f94c545a0
42,6,100031535,MANSON HUT/NGAAWAPURUA HUT TK - OTUTU HU,OPEN,Tramping Track,3034.48182768311,bcc16e15-51aa-489b-a0bf-bfc264dcd1ab
43,2,100031542,Cleopatra Pool Track,OPEN,Easy Tramping Track,444.31924943448,f4a6a6fe-e242-425d-98bc-c53f7199a9c3
44,2,100031543,Pitt Head Track,OPEN,Walking Track,2572.10442896623,75834a76-3d3f-48e9-b6d4-d6793602efd0
45,2,100031544,Torrent Bay / Holyoakes Clearing Tk,OPEN,Tramping Track,4417.38312044205,d61c59ed-20e0-4af0-b57e-9a01c523f048
46,2,100031545,Abel Tasman Inland Trk [H'oakes-Porters],OPEN,Tramping Track,9821.85922714396,aecdec35-61a3-4762-a6a2-4711a31c879a
47,2,100031546,Flora Hut to Upper Takaka Junction,OPEN,Tramping Track,6484.93886459117,94e53125-34ae-4335-a1cc-1d4a633bc58c
48,2,100031547,Salisbury Track,OPEN,Tramping Track,7539.80118016576,9a56a568-cee1-4e68-a633-bfbd7800438b
49,6,100031548,Upper Takaka Track,OPEN,Tramping Track,1440.3898540208,a815a55b-76c9-4bfe-8dd8-481996b96862
50,2,100031549,Tableland / Lake Peel Track,OPEN,Tramping Track,5545.33256905432,4affe9a8-9050-449a-8669-cd57e8bc7b05
51,2,100031550,Wilkinson Track,OPEN,Tramping Track,3958.73588615728,8718d11c-21c8-42e9-99e6-3aadb3cfa8d2
52,6,100031551,Loveridge Spur route,OPEN,Route,2918.82575725586,38a3ff7b-93c1-4861-9d75-56b9b084d8de
53,2,100031552,Cowins Spur Track,OPEN,Tramping Track,4923.67829379581,1254cf5b-67e0-47c7-a159-a6ca0965aab2
54,6,100031553,Thor Creek to T.Carter suspension bridge,OPEN,Tramping Track,8491.84795149412,c5fc4ba0-9762-4b57-b98b-babbc3fa7608
55,6,100031556,STANFIELD/TAKAPARI/TAMAKI R TK - STANFIE,OPEN,Tramping Track,1129.20837596355,f71a23c5-e3c8-4ea8-a821-fa6c16e1682d
56,6,100031557,Mangapuaka stm to Matanginui high point,OPEN,Tramping Track,3952.04616656235,8eda2fd4-ec92-4e76-ba37-76d5a249bb7d
57,6,100031558,Maharahara to Matanginui,OPEN,Tramping Track,665.529165775899,2056cb28-3cb0-4def-be69-436c82df5ce3
58,6,100031559,RAPARAPAWAI STM TO MATANGINUI VIA KIRITA,OPEN,Tramping Track,3861.0194984371,ecceed1e-e981-4352-944a-56791b6812b2
59,6,100031561,DAPHNE RIDGE TK,OPEN,Tramping Track,3313.11424852982,07b73db8-a9dd-4f77-acf7-f74215cf74bf
60,6,100031562,MANGANUKU TK,OPEN,Tramping Track,3434.02451995179,8eac6924-75d0-438b-bbb3-6b9f347f8b54
61,2,100031563,MANGANUKU RIVER TK,OPEN,Tramping Track,4862.70317195717,b47a20ce-d95b-4bc5-bdaf-34ea8a864438
62,2,100031564,SIX FOOT TK - TAWHANA TO TE MOTIWHA SAD,OPEN,Tramping Track,11855.3083243379,d94bbdc8-6897-4a19-abbd-3b3dd3b4cc7c
63,2,100031565,SIX FOOT TK - TE MOTIWHA SADDLE TO MAKO,OPEN,Tramping Track,9674.46074413856,8ee54d7a-7776-4cc7-b326-dac5d25fb459
64,2,100031578,TRACK - FREDS CAMP HUT TO RAKEAHUA HUT,OPEN,Tramping Track,11492.3990149569,025a11cd-3a9f-444f-ae2c-607bcf74fad9
65,5,100031579,TRACK - FRESHWATER JUNCTION TO FREDS CAM,OPEN,Tramping Track,9778.80701716448,a848d650-3522-40ee-9a8c-60565a372c07
66,4,100031580,TRACK - DOUGHBOY BAY TO MASON BAY BEACH,OPEN,Tramping Track,18135.8595862465,04b537e4-b0c3-43ee-ba65-d2edfb082bfc
67,2,100031581,TRACK - RAKEAHUA HUT TO DOUGHBOY BAY,OPEN,Tramping Track,16121.37089166,e6a41fc4-c977-4204-8918-cd473807077d
68,2,100031584,CLARK HUT/ISLAND L JUNCTN,OPEN,Tramping Track,5940.55348419421,881d897c-aef3-4deb-ac41-a349f8d2e348
69,2,100031585,L MONOWAI FORESHORE/CLARK HUT,OPEN,Tramping Track,6187.0188658651,06eb0e07-54d5-4987-a545-db0d552f8c79
70,2,100031587,HOLLYFORD TK - MACKERROW IS HUT JUNCTION,CLSD,Tramping Track,8216.89951268622,4d1e9a94-d96e-4054-9b19-66d3adae60ef
71,2,100031588,HOLLYFORD TK - NTH END L MCKERROW TO MAR,CLSD,Easy Tramping Track,6880.40311118774,965c7356-acdb-4b0f-b303-5dc01f0307d3
72,2,100031589,Frew Hut to Frew Saddle Track,OPEN,Tramping Track,5939.36910115319,4443cf0a-e0d2-4f67-a7ca-995849690c70
73,2,100031590,Frew Saddle to Bluff Hut Track,OPEN,Tramping Track,5000.62095657465,62430ef3-2cd9-4fcf-86a1-8a8313bad935
74,5,100031591,Mungo River Route,OPEN,Route,3999.95514235988,178d8225-fbc3-4038-b3bf-c9607957a99d
75,5,100031592,Frew Hut to Whitcombe Road End Track,OPEN,Tramping Track,9394.453259533,d5cb8da1-66a2-4a97-85c4-9cb059b14e1b
76,5,100031593,Wanganui cableway to Smyth hut,OPEN,Tramping Track,8112.97822984541,cd5e385a-3642-4df9-903d-d1faed4248bb
77,5,100031594,Roadend to Hendes Crk,OPEN,Tramping Track,7524.30661302584,3b2593a8-ec08-4f6a-86d4-8de947d5704a
78,5,100031595,Butler Junction to Whymper Hut,OPEN,Tramping Track,5903.32195826041,f1d3dc40-39c3-4889-b3e9-5699774e017e
79,5,100031596,Carpark to Whataroa Swingbridge,OPEN,Tramping Track,7298.5466953116,225b0856-2152-4ded-9435-505bd679b179
80,2,100031597,Roberts Point Track,OPEN,Tramping Track,3739.40091502643,0619c064-18d3-4650-a48c-c6663721740e
81,3,100031598,Alex Knob track,OPEN,Tramping Track,5790.64315987794,bd1cccbd-624e-4764-bc93-29054234715a
82,2,100031599,Copland Track - Welcome Flat Hut to Doug,OPEN,Tramping Track,7434.91228365965,3bab9bc5-c897-4e77-918d-946562784ec3
83,5,100031600,Chancellor Hut route,OPEN,Route,1323.95345868299,a65e3e1a-4c7c-4818-be1c-a2658c6539e0
84,5,100031601,CLIFDEN CAVES UNDERGROUND TRACK,OPEN,Tramping Track,154.025565912077,fc0e05fa-5bc2-433a-a100-b0588670a2bb
85,2,100031602,RODGERS INLET HUT TO BUSHLINE ROUTE,OPEN,Route,3701.44212694226,d822305b-daf4-43bc-b302-2ed60d6403cb
86,5,100031603,WAIRAURAHIRI RIVER/WAITUTU RIVER TRACK,OPEN,Tramping Track,12581.7353792475,03b17264-5f36-404d-a6f6-ddb9da34f594
87,2,100031604,LONG REEF POINT TO BIG BAY HUT TRACK,CLSD,Tramping Track,13515.6526184345,36b4640c-cd3e-4b7e-b783-e0cc8032449b
88,2,100031605,FALLS CREEK ROUTE,OPEN,Route,3619.96709848959,1a18e22d-abdd-4f43-aadf-c0489e1457c1
89,2,100031606,GREENHILLS LOOP TRACK,OPEN,Tramping Track,3149.47791373642,d0809fe2-020d-434f-8b0e-bf97eef328c2
90,2,100031607,Cecil Kings Hut to Stone Hut,OPEN,Tramping Track,10377.8881558658,abc6c163-67ef-4efa-aa70-dba97e515580
91,2,100031608,LOWER TRAVERS VALLEY TRACK,OPEN,Easy Tramping Track,5272.53393175025,881956f2-3109-4dbe-9a15-9bef3586eb4c
92,6,100031609,ST ARNAUD RANGE TRACK - LOWER SECTION,OPEN,Tramping Track,3470.79487939348,3ed8310b-db13-408e-96e6-a4466f2b3fa0
93,2,100031610,TIMMS FORKS TO MT FELL HUT RIDGELINE,OPEN,Tramping Track,6506.97973876102,6b980685-549c-4876-b2f3-a1280e95cfe1
94,6,100031612,HAUHUNGAROA HUT TO MANGAKAHU Track,OPEN,Tramping Track,4113.13235944671,a314fc4b-45f2-480d-a0a0-9b9f1ee825d8
95,6,100031614,KETEMARINGI Route,OPEN,Route,10673.9755913734,33897a39-b908-448b-b700-cdfa11efc196
96,2,100031615,Karakariki Track- To Reserve Boundary,OPEN,Tramping Track,2298.78102575968,8516ceef-0314-482b-b902-a9bbe6ea3338
97,2,100031616,Te Tapui Track,OPEN,Tramping Track,5858.55063219936,44ea1288-2103-4685-a97a-347e58dc007a
98,2,100031617,Karamu W/Way Nth- Lookout to Old Mountai,OPEN,Tramping Track,2504.41700664819,dd9b03b2-a385-44a3-ac57-4abae6a051a3
99,6,100031618,Karamu W/Way Sth- O.M.R. to Limeworks Lo,OPEN,Tramping Track,7874.0322102352,5a213387-2663-41e6-9726-c002191e4f3f
100,2,100031622,Wairake Track,OPEN,Tramping Track,3259.70591023948,7774e343-d129-4e10-ac23-838272cab6b5
101,2,100031623,Joker Level Tram Walking Track,OPEN,Walking Track,225.695579066038,9e58fcbb-60eb-4bc4-82b7-ac34b31e82b2
102,2,100031624,Waterfall Track (Maruia) - CLOSED,CLSD,Short Walk,447.921573127369,28aa9a88-c891-4f59-a670-be7809d97158
103,2,100031626,Tailrace Walk,OPEN,Walking Track,864.376039063984,1d43a24c-8b8a-4e3b-921e-708838dbe723
104,2,100031627,Bain Bay Walk,OPEN,Walking Track,3438.48909611973,d5a32f0c-0772-4fbb-9354-52378594d8b2
105,2,100031628,Carew Falls Track,OPEN,Short Walk,842.309173288225,9ab80f51-992e-49d7-bd80-1bcebb1b1bad
106,2,100031629,Londonderry Rock Walk,OPEN,Walking Track,225.47525942952,4519f8db-d058-4176-9ce3-be17dd9ea16f
107,2,100031630,Mananui Tramline Track (Mahinapua WW),OPEN,Walking Track,6022.15717945878,af7cc629-b524-48ec-a1dd-d37bd81a30e1
108,2,100031631,Picnic Point Track,OPEN,Walking Track,604.283796239429,c884eb49-6869-47dc-b564-3fd48da083f1
109,1,100031633,Canoe Cove Track,OPEN,Short Walk,676.252254119547,8643727b-a16d-4e5e-a6aa-8818aec8ece6
110,2,100031634,Harihari Coastal walk,OPEN,Walking Track,7163.2809995898,01651459-3558-4950-8ec6-e7bd68a0a968
111,2,100031635,MT ALFRED TK - PRIORY RD TO BUSH EDGE,CLSD,Tramping Track,2477.08346662787,8cdfe422-4fff-4ff2-b1b1-2483b6dc817c
112,2,100031636,SUGARLOAF RTBN TO ROCKBURN JCN TK,OPEN,Tramping Track,4195.0998987279,5f258b7f-38df-40c5-989a-6f0e5993a082
113,2,100031637,ROCKBURN JCN TO SYLVAN/ROCKBURN JCN TK,OPEN,Tramping Track,4051.14287364956,3778698a-61c3-4fc0-9727-60dcf7af4d2d
114,2,100031638,REES TK - CRPK TO PARK BOUNDARY,OPEN,Easy Tramping Track,11608.464848913,886c4237-340b-48f6-9509-330341794ba2
115,2,100031639,REES TK - PARK BDY TO SHELTER ROCK,OPEN,Easy Tramping Track,6283.84405199293,77762ca4-1b22-4998-a3fe-87bb014d85c7
116,6,100031640,REES TK - SHELTER ROCK TO REES SADDLE,OPEN,Easy Tramping Track,5028.3442377587,1b3aa470-2843-4cdb-8b38-c712228a9b6c
117,2,100031641,KEA BASIN TK,OPEN,Tramping Track,3131.19641590431,a8dc7c15-d358-4b25-9f58-65dcc2d99f92
118,2,100031642,DART TK - REES SADDLE TO DART HUT,OPEN,Easy Tramping Track,4059.16754204705,e15e2555-a4de-4f0e-bbff-e128e4e91d3f
119,6,100031643,DART TK - NTH END CATTLE FLAT TO DALEYS,OPEN,Easy Tramping Track,11101.4674854558,8779901e-1cb5-428e-a99c-9b025ec5bdaf
120,2,100031644,DART HUT TO CASCADE SADDLE ROUTE,OPEN,Route,8929.04740095604,5435915d-8b3c-42e1-af53-a2733011bc86
121,2,100031645,WHITBOURN TK,OPEN,Route,2082.08791424875,fa0f06ae-c2c2-4a63-97af-448e808022ed
122,6,100031648,MT DAMPER FALLS WALK - FARM SECTION,OPEN,Short Walk,179.177871523057,e8514906-b5b8-462f-98f4-70590f42aa26
123,6,100031649,TATARAIMAKA PA HR TK,OPEN,Short Walk,143.526747635976,954105bd-34d4-4f9c-8263-c2754d213df2
124,6,100031650,STONY RIVER WW - SHORT WALK,OPEN,Walking Track,449.956071125811,d3a49cbd-02c4-423f-ac99-e37d63cc56b6
125,6,100031651,KURAPETE WALK,OPEN,Walking Track,544.798545729063,2f5b72ed-0941-4e08-acf3-31dece209f6f
126,6,100031657,MANGAWEKA SR TK,OPEN,Tramping Track,1660.45583966975,6bcae19f-d859-493a-84d5-6a8bb7691f88
127,6,100031668,MONCKTON SR TK,OPEN,Walking Track,432.157043803201,f09ba0eb-c188-4368-bdd3-e8f7026f7be8
128,2,100031669,TOKATA TK,OPEN,Walking Track,64.7928078828881,47a7b7c7-14d9-43cf-8426-ce19b599b33a
129,3,100031670,TANE MAHUTA WALK,OPEN,Short Walk(disabled),125.595670162327,a5522c6f-f395-4e7b-98fb-d50303487a6d
130,2,100031672,TROUNSON KAURI PARK LOOP WALK,OPEN,Walking Track,1520.58284077063,3ec9e86b-728e-446f-b604-8e5ef7498fec
131,2,100031676,WARO TK INCL HISTORIC TRAMWAY ALIGNMENT,OPEN,Short Walk,891.939605882294,675d58c8-a98c-4a88-b4bc-26e41772cf37
132,2,100031678,PEACH COVE TK,OPEN,Walking Track,2849.75772789704,7836fddd-b3d6-45cc-aab7-a257ab614a0c
133,2,100031680,SMUGGLERS TRACK,OPEN,Walking Track,4891.66527553687,662944bb-1b5a-43b2-9213-5b1e65370ea4
134,2,100031681,PUKENUI FOREST LOOP,OPEN,Walking Track,6496.51661269145,169c1a4c-127b-4fbe-9553-449734c6e609
135,5,100031778,PYKE TK - ALABASTER HUT TO OLIVINE HUT,CLSD,Route,14076.9522595008,fd6bbd59-b0a4-4a57-853c-465af68d330e
136,2,100031779,Lake Daniell Track,OPEN,Easy Tramping Track,7945.42239268339,40052c2c-5391-4831-9832-4e01e1a75e6e
137,2,100000697,RARAKAU ROADEND/BREAKNECK RIVER,OPEN,Easy Tramping Track,11811.3725813387,cd7de7ce-ffdf-4060-9792-d4bf95b782d7
138,5,100000699,Adventure Ridge Route,OPEN,Route,3012.69621314197,cdbf13b4-ba1e-4aba-ab80-a1c10a0c468c
139,2,100000701,Mananui Bush Walk,OPEN,Short Walk,534.101972693465,c64bb007-4e57-484d-bf6e-d54201d2e298
140,6,100000704,CARPARK TO KELLY KNIGHT HUT,OPEN,Tramping Track,2781.15301971482,86adbc4e-fe24-4a24-8931-72f76aa73d9e
141,2,100000705,Upper Fenian/Fenian Gold/Adams Flat Trk,OPEN,Walking Track,2770.06985576841,ede66d91-115e-4deb-8411-c90d944ccd63
142,2,100000708,Falls River Track,OPEN,Tramping Track,3340.37379732447,c4a431b1-6d49-495c-8c38-cceb5c1cb5b3
143,2,100000710,TRACK - BIG HELLFIRE HUT TO DUCK CREEK,OPEN,Tramping Track,15128.5542040187,09d172be-5846-4823-9de4-901d0287be34
144,2,100000711,Cedar Flat Hut to Toaroha Rd End Track,OPEN,Tramping Track,8675.22844944193,bc1c8a23-e5a2-440f-bb13-c5fb0cf89ea9
145,5,100000712,The Gorge Track 'Wanganui Valley',OPEN,Tramping Track,2821.04939216342,3be344ed-a504-4e27-9232-c4e9014b2c79
146,2,100000714,Snowy Battery Walking Track CLOSED,CLSD,Walking Track,5112.31514834115,900d63f9-8c51-47ba-94d7-5e94542ed970
147,2,100000716,POTAEMA WALK,OPEN,Short Walk(disabled),423.875989754637,dc4ddae0-cee2-4723-b5f9-4b40543e7d19
148,2,100000718,SIGNAL STATION TK,OPEN,Short Walk,532.19848175064,cf8058d6-3970-47e9-8056-d9dde189e456
149,2,100000722,RUAKURI BUSHWALK,OPEN,Short Walk,1030.50174877055,8d7b7a4d-3a00-458d-af12-8b608d5f6a82
150,2,100000724,"REDWOOD TK, KAWAU",CLSD,Walking Track,1578.31883016916,de652cf2-0870-40fe-8fb4-475649f34728
151,2,100000727,Kaheka Point Track,CLSD,Walking Track,1052.05800488947,3bd1f363-b2e0-4d1e-9a24-e3aeba0d218f
152,6,100000728,TE PUA HUT TO MANGATOATOA TK JUNCTN,OPEN,Route,8890.89031903019,fee87e98-0179-4f6b-a0c7-5c60fb8303d8
153,2,100000732,WAIKAWAU BAY NORTHERN BEACH ACCESS TRACK,OPEN,Short Walk,277.852916524184,6b10ea09-7428-4c20-ba93-165ba1453592
154,2,100031339,Roaring Bay Walk,OPEN,Short Walk,235.032690712843,203825a6-f73a-40ac-b3e0-9a7d50094a81
155,2,100031340,Nugget Point Walk,OPEN,Short Walk,634.399169250911,41caaca8-522f-4d18-8186-ce485d16b803
156,2,100031341,Harts Creek Track,OPEN,Walking Track,1368.37680506471,acb3df9d-62d5-4c75-8445-264e19d318d6
157,2,100031343,Manuka Bay Coastal Track,OPEN,Walking Track,3569.1348063444,bf9eae57-6ae7-4b7d-a229-1402c8a139b2
158,2,100031344,Major Hornbrook Track,OPEN,Walking Track,1210.26867716551,daa5ad86-ddf8-4ae1-9a94-195afd72460a
159,2,100031350,"SWIMMING HOLE TK, AONGATETE",OPEN,Walking Track,439.500999827247,0c53284e-f002-412a-8c44-0def2ac8060b
160,2,100031351,OTANEWAINUKU LOOKOUT TK,OPEN,Walking Track,3185.19344362215,cc22bd6c-cbc4-4df4-9d06-2a3573f0445b
161,2,100031352,OTANEWAINUKU RIMU LOOP WALK,OPEN,Walking Track,3653.69856554753,b243e006-eaaa-49e8-a89b-393fa6520f52
162,2,100031365,"TOTARA WALK, PUREORA",OPEN,Short Walk,957.689076983013,0ab08f7d-7005-4b34-b276-d92565c358c2
163,2,100031366,Pikiariki Tractor Hauler Track,OPEN,Short Walk,299.609849062067,bd0ccecb-7b40-4c42-9e6d-52830e0b830a
164,3,100031367,CRAWLER TRACTOR TRACK,OPEN,Short Walk,476.300847341372,b63e4b93-6395-4c51-b7f6-206de5404549
165,6,100031368,"FOREST TOWER WALK, PUREORA",OPEN,Short Walk,242.510160021125,c37cc294-2bb6-4297-a194-2650a4f3f658
166,2,100031369,WAIHAHA TK,OPEN,Walking Track,1988.29112795656,cdb2d24e-c8c0-440d-9936-156683eaf632
167,3,100031370,Whangamarino Historic Walk,OPEN,Short Walk,878.072281494127,e8737bed-5545-49e2-aecb-9ba5e7194dee
168,2,100031371,Waterworks Walk,OPEN,Walking Track,970.701919691794,f4e6ab05-133f-4f2c-9002-97307ee35919
169,2,100031372,Mahaukura Track- Grey Rd to Wharauroa Pk,OPEN,Walking Track,3983.94983140633,833eb575-85d7-4e1b-89a0-24412ca3b369
170,2,100031373,Mangakara Nature Walk,OPEN,Short Walk,1207.19519701986,6e32f031-797a-4b2f-9dba-e9253dd2d1c4
171,2,100031374,Link Track,OPEN,Walking Track,1423.17645902645,e99624c7-fd06-449e-b243-b200de42d793
172,2,100031375,Ruapane Track,OPEN,Walking Track,3205.52282029718,5277581d-0817-4e82-9737-2e644eeb4e66
173,6,100031377,WAITAHA PA TRACK,OPEN,Tramping Track,93.83367385014,414500b9-bd73-4d4f-a783-8981c1c4cf3f
174,6,100031378,TAHUPO TO PUTEORE HUT ROUTE,OPEN,Route,7643.33568083764,50afb23f-84bc-4b9e-8da2-14efb6573820
175,2,100031381,AUROA ROUTE- TAUNGATARA TK JCTN,OPEN,Route,3878.12151278349,afe47030-7b26-4f25-bb9d-af4be5ed3b86
176,6,100031382,BEEHIVE CREEK W/WAY,OPEN,Tramping Track,4142.72238542745,a30c34f5-e997-48f2-8917-cc39174c6d05
177,2,100031383,KAPOAIAIA TK,OPEN,Tramping Track,4745.8019720482,6825c279-d9b0-4ae6-8f4f-0a894e9354e1
178,6,100031384,RUATITI ROADEND TO PARK BOUNDARY SIGN,OPEN,Tramping Track,6851.05819732194,02f1fbcc-a0c4-430b-b377-ef2d1dcde9bf
179,2,100031385,PARK BOUNDARY SIGN TO BARTRUMS SWINGBRDG,OPEN,Tramping Track,16138.5217823129,e5ed99c3-766b-4f4d-b54c-55ee017098df
180,2,100031387,KAIWHAKAUKA TK - COOTES CLEARING TO MANG,OPEN,Tramping Track,4238.16480776433,b9f1df38-f40c-4963-9c09-3291963d6a1f
181,6,100031388,PUTEORE HUT TO PUNIWHAKAU ROADEND ROUTE,OPEN,Route,16251.6422714481,cf78b3d0-94f2-4f4f-8a97-cfe17479d23f
182,2,100031390,Falls Lookout Track,OPEN,Walking Track,1345.92276283894,682be97b-2112-499b-b4b5-780e4080e913
183,2,100031391,TAUWHARE PA HISTORIC SITE/WALK,OPEN,Short Walk,486.593526403514,3c8ab889-0b4f-4d18-91a7-10333593211e
184,2,100031392,NGA TAPUWAE O TOI WW - MELVILLE SECTION,OPEN,Walking Track,2841.89208202196,7d18655a-6134-4bc5-a2ba-685b9c8a71a6
185,2,100031393,BLUE LAKE TRACK,OPEN,Walking Track,5556.54387397669,a9b20b1a-94f5-477f-884f-42e4586628df
186,2,100031395,NGA TAPUWAE O TOI- FAIRBROTHER LOOP,OPEN,Walking Track,1961.56324306153,f015867d-810f-4d46-a0bc-41e9e1c778c8
187,2,100031396,NGA TAPUWAE O TOI - Burma Rd-Fairbrother,OPEN,Walking Track,1188.08141148848,112f17f1-ac10-483c-a8d6-fc09a45e62b7
188,2,100031397,WHITE PINE BUSH WALK,OPEN,Short Walk(disabled),285.522422035912,cb250785-6d00-48b5-96a7-eb77329adcbd
189,2,100031398,OLD MILL TK,OPEN,Walking Track,1410.2065182074,b428310c-df78-4c80-95f2-47e893f7c89f
190,2,100031399,AROHAKI LAGOON TK,OPEN,Walking Track,2505.45277284797,6a5880de-3815-49c7-9bf4-d712af1e3c3e
191,2,100031400,ORUIWAKA ECOLOGICAL AREA TK,OPEN,Walking Track,728.591524377849,7c670049-369e-4f14-a3ff-a793c8050158
192,2,100031424,ST PAULS ROCK TK,OPEN,Walking Track,665.076063141621,997e9796-70e1-4132-86fd-fedc49fcf4b4
193,2,100031427,AKE AKE PT TK,OPEN,Walking Track,1306.95137806822,902b98e1-652e-4118-bb06-5067aefe8b7a
