OBJECTID,CAPTURE_ACCURACY,EQUIPMENT,DESCRIPTION,STATUS,OBJECT_TYPE_DESCRIPTION,Shape__Length,GlobalID
2576,2,100038566,MINERS TRACK,OPEN,Walking Track,426.32000838964,b9249e37-6dfc-4c34-b199-9d476acbf623
2577,2,100038580,ROUND HILL WALKING TRACK,OPEN,Walking Track,1994.84907233941,8a1221ca-7b2b-405c-8bd8-20be1062abe1
2578,6,100038647,Kereru Walking Track,OPEN,Walking Track,132.946939191454,816caf9b-ad61-4666-bb92-cbb903e76089
2579,2,100038665,Maryburn Stream Track,OPEN,Tramping Track,6753.04645092618,fd7d8096-e564-4137-938a-be5958042383
2580,3,100038695,DPW Coastal and Step section,OPEN,Short Walk,106.104689683364,365b69bb-2ab7-47fd-8f72-5f9fe2cacdde
2581,3,100038696,Saltmarsh Walking Track,OPEN,Walking Track,471.474276712401,db4e8f9b-a9a9-44a6-9024-8e4820d91202
2582,6,100038708,COLLINET POINT LOOKOUT TRACK,OPEN,Short Walk,96.253445160911,3e42163f-0654-4a30-af38-4f473e552a80
2583,6,100038711,PAUATAHANUI WILDLIFE AREA WALK,OPEN,Walking Track,243.39307487872,13866846-764f-4481-bdd7-697e956c88cd
2584,4,100038744,ALPINE MEMORIAL TRACK,OPEN,Short Walk,58.070458189614,5af1a3fa-64ee-4f84-ac28-260d39679254
2585,2,100038745,FLUSHING DAM TRACK,OPEN,Walking Track,248.97986169117,a6f305c3-ea18-46f1-9d42-9e45d61c81ab
2586,2,100038746,GIBSON ROAD TRACK,OPEN,Walking Track,953.634250673317,9ed53637-f0ba-4e6c-a172-98f4cc0647a1
2587,6,100038819,CARNIVAL PARK SCENIC RESERVE WALKING TRA,OPEN,Walking Track,578.12042113025,67d8ebe4-e3b5-413c-b4fb-81faa79bb021
2588,2,100038821,SANDY POINT WALK,OPEN,Short Walk,442.029437383312,2442264a-45bd-4650-aa80-1d9d18ed1811
2589,2,100038823,REOTAHI WALK,OPEN,Walking Track,603.152312171242,3e0133f1-711b-4304-b7c8-d4f71ee7994a
2590,5,100038827,GOAT ISLAND BAY BEACH ACCESS TKS,OPEN,Walking Track,89.0776169795705,02fd6d2b-eee3-4a4e-99e4-b7d48a151948
2591,6,100038831,BEACH LANDING TO SHELTER,OPEN,Walking Track,212.105722387444,73c80a69-c316-4dc2-b4aa-a32515c140a6
2592,2,100038844,MOTATAPU TRACK,OPEN,Tramping Track,32435.5360210485,0ecae7fe-35cf-4f53-8629-9bf83757ce12
2593,1,100038885,Kaniere WRWW-Wards Rd to Kennedy Crk Car,OPEN,Tramping Track,6433.85035950346,aadea359-7a5c-474a-ac34-8a4d15630894
2594,6,100038953,LOWER MATAKITAKI ROUTE (BELOW DOWNIE),OPEN,Tramping Track,17237.5035369616,e0a21c90-3e2c-491d-9107-35e63b0d6281
2595,6,100038985,Taramakau Valley to Townsend Hut Route,OPEN,Route,2194.65389516345,de3854bd-88a0-4d09-877a-63f3ea4a745a
2596,6,100038986,Otehake to Big Tops Route,OPEN,Route,1931.23339354302,dbcfe027-c951-46f7-9471-2c57da1e28f9
2597,2,100038989,Te Kinga Track,OPEN,Tramping Track,2462.70361692799,66f07865-70f1-4e93-b59e-5b8b704f5b5c
2598,2,100038990,Te Kinga Route,OPEN,Route,2860.50647781091,dea050be-f3d6-42d6-904b-6eef52d756f5
2599,2,100039001,TRACK - ALBATROSS,OPEN,Tramping Track,977.408664697745,10521d6b-2aa6-49df-a36d-957917b06704
2600,2,100039032,Greta Track,OPEN,Tramping Track,15638.0332438468,93541d6b-c3d1-4402-841f-b9b9787c54c7
2601,6,100039104,SCOTSMANS' GULLY TRACK,OPEN,Walking Track,383.318969301111,42a2252a-cf59-4a61-95b3-5c9353eafee7
2602,2,100039112,EAST COAST TRACK,OPEN,Walking Track,2701.18764682803,d6beee7f-c44a-4c52-ad4b-473712a2afe9
2603,2,100039113,CABLE RD,OPEN,Walking Track,405.5074521212,ee5b3e5d-f9bb-4b0f-9025-2f965358ae6c
2604,6,100039123,CARPARK TO RESERVE GATE,OPEN,Walking Track,186.028925263002,2769789f-5f2c-45fc-a872-009e435508d2
2605,6,100039130,ROAD TO SCHOOL FLAT TRACK,OPEN,Walking Track,291.179866601045,ae39917d-0548-4d3c-9403-33cc0657d491
2606,6,100039131,SCHOOL FLAT NATURE LOOP,OPEN,Walking Track,162.15429503597,e3ddb01c-aee6-4644-83f2-2a9e36bea5ca
2607,2,100039133,LAKE WANAKA LOOKOUT TRACK,OPEN,Walking Track,1309.6359686063,42fdb030-dba6-4bfe-8cdb-6028cdcca8ad
2608,2,100039134,MAIN WALL TRACK,OPEN,Tramping Track,314.04650799681,472ba695-c105-4d27-8001-be3d24dd0097
2609,2,100039136,MATAKITAKI ACCESS TRACK,OPEN,Tramping Track,2355.97390279902,b368c810-0fbc-4538-91a7-073a505c7366
2610,2,100039147,ACHERON LOOKOUT LOOP WALK,OPEN,Walking Track,1368.60184541248,ae5dd07d-851f-447d-ac9e-cd41e8719ee9
2611,2,100039153,Chamois Track,OPEN,Tramping Track,504.677936336566,0ad7bd14-c58a-48c0-9ae8-f22b04fe9ab6
2612,2,100039172,MATATA LAGOON TRACK,OPEN,Short Walk(disabled),1044.0529588195,c4f3bcd5-c503-448c-aef6-767d049fe57f
2613,2,100039180,Fox Glacier Bluff Tk (Concession) CLOSED,CLSD,Tramping Track,638.993056637827,a1b5d8b8-cd11-4571-b53d-a96a699834e0
2614,2,100039233,BULLOCK TRACK,OPEN,Track - historic,143.563653971925,a8b66f44-e974-457d-82a2-b27ad9732859
2615,6,100039270,OKIWI BAY LOOKOUT TRACK,CLSD,Walking Track,570.601338566552,eb6179d6-5088-4287-80d9-239457b6adf5
2616,1,100039297,Mt Tuhua Track - Upper Section,OPEN,Tramping Track,2823.24609675665,753e9e9a-43e1-449b-bce0-c4c5bd7254dc
2617,6,100039333,WAIONE TRAM TRACK,OPEN,Tramping Track,8309.53375686402,6e3eb8c2-e0f8-4f52-9fc1-7322e673206d
2618,2,100039337,MIDDLE RIDGE TRACK,OPEN,Tramping Track,2378.41682644598,bf8d79d2-12b0-423c-8799-b87578447859
2619,2,100039370,PENINSULA POINT KEAN LOOKOUT WALK,OPEN,Short Walk,217.236520207792,ac41ba08-5cbb-4818-ae23-5d2bfee5ca75
2620,2,100039371,SOUTH BAY FULLY ACCESSIBLE WALK,OPEN,Short Walk,389.20180812879,2e07a2e5-d7af-485a-9105-69ec04467525
2621,2,100039372,WATERFALL WALK,OPEN,Walking Track,420.593348737691,ed084281-28e1-4bb5-92f2-f483f378afdc
2622,6,100039375,GORDON PARK LOOP TRACK,OPEN,Short Walk(disabled),631.219432004282,bd8d14fd-0a0e-434d-9223-7558ef9fe82d
2623,2,100039380,KAIARAARA FOREST RD LWR DAM TK,OPEN,Walking Track,2818.14705879541,2dee11c8-12a5-447d-9804-b485119f5471
2624,2,100039389,KAURI DAM WALK,OPEN,Walking Track,320.913805921513,0a0a9dea-8ffa-473c-9fa6-7c3560890f03
2625,4,100039390,URETITI CAMP BEACH ACCESS TRACK,OPEN,Walking Track,354.680651266217,e5cdab7b-3e65-4376-8a04-fcedd1562ed6
2626,6,100039395,ARAHEKE BUSH WALK,OPEN,Short Walk(disabled),883.51403273096,4dea3991-bed6-4d85-a008-ecdf2fc1b94b
2627,2,100039396,Birdlings Flat To Little River Track,OPEN,Walking Track,9249.60977305517,8f99f075-44ff-4ae2-8686-756d6b14edc7
2628,2,100039413,BLAIRS LANDING,OPEN,Walking Track,168.798784496265,f087c9bc-4cf7-4786-b9e4-7db876f8d336
2629,2,100039418,Shamrock Creek Walk,OPEN,Walking Track,703.728905931809,463b3e43-83e8-4c4e-bd1b-537940c377ba
2630,6,100039431,PATUTU ROUTE,CLSD,Route,4832.00475463207,1c7e6395-818a-41a4-b41e-b2e7bd779ca4
2631,6,100095881,CLUDEN CREEK TRACK,OPEN,Tramping Track,19731.9467011774,b4342508-2db5-4a82-9326-c20b667df52a
2632,2,100000821,RIDGE DRAY TRACK,OPEN,Walking Track,862.702014740935,18ed394d-2009-45a7-9fdd-910b8dff032e
2633,6,100031336,WELSHTOWN MATILDA BATTERY TRACK,OPEN,Walking Track,1153.77394453083,f39d2a43-289b-4dff-b569-dd2266dfe259
2634,2,100038062,AURORA TRACK,OPEN,Walking Track,3617.85036757768,eb3f9f4b-523f-4487-898e-d4e024ca2f9c
2635,2,100093886,NEWCASTLE TRACK,OPEN,Walking Track,11918.3009405,9f0c194d-17bc-4275-948a-7020ea0aa269
2636,2,100038654,Glencoe Scenic Reserve Walking Track,OPEN,Walking Track,310.581132807339,8d38a5b3-0d45-4cb9-beaa-6e6706fcc564
2637,2,100040411,Glencreag Track,OPEN,Tramping Track,1663.83650150916,901d3a6b-33e1-466b-b72b-6f0cbb411c4e
2638,2,100095903,Rock and Pillar Range North Track,OPEN,Tramping Track,14658.206208813,48f6aeeb-00c8-4b09-875a-2570d30bae72
2639,2,100089108,Papatowai Beach Access Walking Track,OPEN,Walking Track,80.6902772160116,7c896351-d070-4b09-8cd5-fb283ceed9e2
2640,2,100044528,Catlins River Track,OPEN,Easy Tramping Track,12384.5641947019,0bfa13ec-66bc-4121-adc4-9bf673680655
2641,2,100091297,UPPER POTTERS CREEK TRACK,OPEN,Walking Track,7302.85276204919,27945137-a934-4fa6-b08d-826743799112
2642,2,100104090,SLAPJACK SADDLE TRACK,OPEN,Walking Track,15876.5865262709,e9ba80c5-caed-4484-84f4-b259bc24dca9
2643,2,100042848,YOUNG AUSTRALIAN WATER WHEEL TRACK,OPEN,Walking Track,608.166203844315,0572714f-6cdd-40d6-9aee-13749dadcbf6
2644,2,100066045,PLATEAU - UPPER WHIRINAKI TK,OPEN,Tramping Track,3939.14264823302,4b5da2c9-b83d-4681-9b17-dec5035e198e
2645,2,100045681,UPPER WHIRINAKI TK,OPEN,Tramping Track,6931.65264884161,9016a3b6-ed93-4fd7-997a-f25617ad50b0
2646,2,100039604,TUMANAKO TRACK,OPEN,Walking Track,1235.73398716591,be0edbc5-b0b3-49cd-a0e7-42f2c0b44e19
2647,2,100039388,WHAKAPONO TRACK,OPEN,Walking Track,1122.31902751061,5acbfd9b-5359-41ba-9329-87af3b04f20e
2648,2,100039387,NATURE TRAIL,OPEN,Walking Track,587.172263380793,fdbed229-a622-405a-b384-db27956691b0
2649,2,100043805,HOROKAKA TRACK (TRIG TO LODGE),OPEN,Tramping Track,3975.17274350327,d5836b7e-59d4-44e2-b6a8-e4852cffd1ae
2650,2,100031347,Waterfall (Dog Stream) Track,OPEN,Walking Track,2039.5067808661,7bea68ec-d405-4f6f-9ad7-5d3dee76097d
2651,2,100038384,Mt Isobel Link Track,OPEN,Tramping Track,409.935544685753,658ac4ee-8580-440c-ae11-2a1e9fcaccd2
2652,6,100045397,Mt Isobel Track,OPEN,Tramping Track,3729.75586354293,3ee77860-38b8-4357-adcf-81fac89a07de
2653,6,100046097,Spur Track Hanmer,OPEN,Tramping Track,1278.47753200304,cde67cd8-2242-40e8-a528-747784b43890
2654,2,100045666,Turnbull Biv Route,OPEN,Route,1721.07758272856,ddea3194-5a67-46b9-9751-806e0f3fdf95
2655,2,100045306,Otukaikino wetland Track,OPEN,Short Walk(disabled),1188.02165947918,3e7b5da7-e6fd-4090-92e5-14bd7468c608
2656,6,100043928,TRACK TO SORENSON VIA COL-LYALL SADDLE,OPEN,Route,8249.04018234509,455d3979-9fc8-411f-b998-b23740e8e5b7
2657,6,100043808,TRACK - COL-LYALL SADDLE TRACK,OPEN,Tramping Track,3414.89216242004,00245072-8415-43e2-a08d-2cf39e1629b4
2658,6,100045238,TRACK - NW CIRCUIT JUCTION TO GARDEN COV,OPEN,Tramping Track,938.806195976006,0bc7f56f-5e75-40ab-84d9-80f9343de9b7
2659,2,100045649,BOYD CREEK WALK,OPEN,Tramping Track,2379.70058990357,0b20e7f8-310b-44af-a909-e7a0f3324292
2660,5,100045593,BOYD CREEK TOPS ROUTE,OPEN,Route,4875.39782670673,98812bff-5051-482a-8c2c-db16a5f87c25
2661,2,100044788,Orari Gorge Track,OPEN,Walking Track,2899.90614415723,7eb96076-2a1c-4ca9-9126-66aac93e48f4
2662,2,100127782,Shedwood Bush Loop Track,OPEN,Walking Track,450.92660826386,ddca1436-ae1d-44c7-afa9-17d8c7b2af03
2663,2,100127779,Shedwood Bush Lookout Track,OPEN,Walking Track,2834.13625588198,b9dee6a9-7bba-41ae-89d9-2eb90f0f9705
2664,6,100046095,Tutakakahikura Track,OPEN,Tramping Track,1245.24904964518,e1b6d9ac-6a75-44e0-8f90-6319dbceb34b
2665,6,100066434,Kaituna Valley Scenic Reserve Track,OPEN,Walking Track,525.576271256426,7111c1e5-b342-4df2-953d-e48feabddf1c
2666,2,100030162,Coach Stream Route,OPEN,Route,4203.49883233817,5d95da0f-4c59-4dc9-8116-4b4bb0f083da
2667,3,100030179,"Bell Track; To Kahikatea Tree",OPEN,Walking Track,3051.98979073126,67e43434-a388-4ed3-baf9-2f5fcefda72a
2668,2,100030204,THE MALL - VC TO HERM,OPEN,Short Walk(disabled),147.179750324186,090da483-1d9f-4000-b5b1-9e71b56b233a
2669,2,100030223,Kidney Fern Glen Track,OPEN,Walking Track,340.060687665552,0299f7a1-d598-4347-a643-b2fb1c55f65c
2670,2,100030224,Bach Access Track,OPEN,Walking Track,718.044459124952,b0cc5a5f-2dcc-4076-aa75-28f3e3f3745c
2671,4,100030241,Link Track (Pohutukawa & Wetland Tracks),OPEN,Walking Track,398.922126665587,6776c8a4-f5f6-476a-8f87-c6200b7a5848
2672,4,100030242,Rotary Centennial Loop Track,OPEN,Walking Track,1243.43614177486,b40648b2-6020-441e-813e-19fce525fa3b
2673,4,100030243,Sandy Bay Track,OPEN,Walking Track,760.175310936427,7bd21dee-37f7-45f4-a3a9-14eeaec731af
2674,6,100030248,BOG INN TRACK,OPEN,Tramping Track,1482.24208641421,773ba3b2-096c-4a23-9197-1f7b330e8834
2675,2,100030287,Wetland Track,OPEN,Walking Track,2518.22449678912,9be7f5e7-913e-4a62-94fc-fa6eaddd2bc1
2676,4,100030288,Station Bay Access Track,OPEN,Walking Track,604.724425747422,9e9c36b3-0ee9-4a05-82f3-559714183630
2677,4,100030289,Mullet Bay Access Track,CLSD,Walking Track,998.583463114259,95af52bd-7b6a-455a-bfd6-37d677de381f
2678,4,100030290,Waikarapupu Bay Access Track,OPEN,Walking Track,351.520956608755,7a81a1fa-2cc2-4d6a-a779-270fc5973919
2679,6,100030293,PIPECLAY GULLY ROAD TRACK,OPEN,Walking Track,299.787709110098,e10c90c4-afb3-4b79-bf7a-a0498bf21dc4
2680,2,100030347,PENINSULA NATURE WALK - WB LINK,OPEN,Walking Track,995.954171151534,a62dbe5c-b62d-4bed-9364-5eec1d36ed67
2681,6,100030355,Lambert tops route,OPEN,Route,2839.01322214714,3fdb9fd5-0023-46d3-8f8c-8e0c499fd45e
2682,2,100030358,Trotters Gorge Track,OPEN,Tramping Track,1355.71711134835,c074c47d-2f03-4c13-ba5c-0b510e3c7444
2683,1,100030389,Lower Mikonui to Mikonui Flat Hut Track,OPEN,Tramping Track,3144.59397682509,dbe003b7-342f-4c4d-a676-0e037a50844b
2684,2,100030390,Mt Somers Summit Track,OPEN,Tramping Track,1695.08180118274,593379e6-b874-4349-87ed-d78dfa460d2f
2685,2,100030391,South Face Tk-Staveley Ridge to Rhyolite,OPEN,Tramping Track,6204.36369361943,39fddc6c-705c-433b-9da2-3e68c0c2cd1c
2686,2,100030397,Bob's Camp Route,OPEN,Route,4448.42108281435,17dca266-2f8b-4742-9015-a530a2447ef2
2687,2,100030399,Amuri Pass Route,OPEN,Route,2164.91192167768,a8707df8-1ef9-4904-a608-41c6c2b3dfc3
2688,2,100030400,Hope Pass Route,OPEN,Route,1290.81162373623,043db833-bdb5-47a8-b60a-960591bd71b1
2689,6,100030430,Tahakopa Bay Loop Track,OPEN,Easy Tramping Track,2540.45019405812,6a9146d0-2adb-428d-b233-a86b836b5741
2690,6,100030453,Farm Rd Easement,OPEN,Route,3933.73515067271,df068f08-b7f8-4bfa-b80c-392f7a6afe01
2691,2,100030474,Millennium Walk,OPEN,Short Walk,40.4065388220651,ead32e74-87f6-4a6c-867d-133d506304cf
2692,2,100030532,HAUTURU HIGHPOINT TRACK (BCA),OPEN,Tramping Track,3818.31517886083,734332a2-7d4e-4063-afd5-f2e7e45e0870
2693,5,100030642,CROMEL STRM BOUNDARY/CROMEL BASE RTE,OPEN,Route,2288.18478271618,468f0717-cc4f-497e-844a-7424178d5fa2
2694,2,100030709,PARMETERS TRACK,OPEN,Walking Track,402.304069944562,949b6efe-f057-4c26-bc08-cde7016b83b3
2695,2,100030792,AOTEA ROAD TO WINDY CANYON LOOKOUT,OPEN,Walking Track,429.691327144198,bb8c70c3-9cd6-4aa2-b79b-7d274cfe3dda
2696,2,100030793,Woods Creek Walking Track,OPEN,Walking Track,892.519194728998,a232bd98-d152-4c1b-bbc0-41c9972524b3
2697,4,100030795,URETITI AMENITY BEACH ACCESS (Day Area),OPEN,Walking Track,182.623010643142,e8d780d9-dc7d-4796-a198-b399df0c4999
2698,2,100030886,RICHARDSON'S TRACK,OPEN,Tramping Track,2478.07053011708,ad260747-1170-4387-8c41-fec7a2d8a8b3
2699,3,100031007,Waitangiroto access road,OPEN,Walking Track,892.644114167089,503f7fe7-9960-4e0f-87a4-ec3ed681778e
2700,2,100031008,DUBBO 96 TK,OPEN,Walking Track,1976.06909096612,48566762-4464-4eca-9505-f5f0e00a3921
2701,2,100031009,FRANKLIN RD TO BLUFF STM TRACK,OPEN,Walking Track,3377.72852413994,5ea97843-39f5-499f-8053-293f69432283
2702,2,100031028,HIDDEN VALLEY TRACK,OPEN,Tramping Track,2023.02222615823,fc18103d-e84f-46e3-b563-3c28ecb589ee
2703,2,100031179,Kauri Track (Mataitai),CLSD,Tramping Track,3973.08663551846,40c34362-eb2a-4412-b610-9c3fbf0dbce2
2704,2,100031180,Puriri Track (Mataitai),CLSD,Tramping Track,2143.98141391036,b45b1cbe-5b31-4e2a-8533-a03ea1642151
2705,2,100031181,Stream Track (Mataitai),CLSD,Tramping Track,2249.248368076,16c7ed06-aa87-4722-ae97-826ef872f1e3
2706,2,100031182,First Ridge Track (Mataitai),CLSD,Tramping Track,748.378695666263,1e9cf7a4-4ef1-4661-a725-59f5590cfd92
2707,3,100031183,Historic Foot & Pack Track,OPEN,Track - historic,3804.39283190384,7c14dbd5-0d8c-45ce-99c3-6a6d2f3c029d
2708,6,100031329,WAIPEHI TK,OPEN,Walking Track,1310.65533977217,fece9703-2df7-48c6-9d79-e5e551b1f570
2709,6,100031330,AWAROA TK,OPEN,Walking Track,1892.82669153096,4bdaa6ce-3910-4e2d-8bc7-99658beadc5e
2710,6,100031333,Huka-Aratiatia Walk Way,OPEN,Walking Track,6212.06284839794,44041f2d-2e72-4076-89c3-fa9e40c0ce8e
2711,6,100031334,Upper Waikato River Trail,OPEN,Walking Track,1691.60750337083,c1cb8c0e-5347-434e-9b68-a7e0b39b99fc
2712,2,100031335,LOWER GREENSTONE TK,OPEN,Walking Track,7304.76352202147,e02fa8c7-822e-486f-a37c-61733236030c
2713,2,100031337,GOLDEN PROGRESS MINE TRACK,OPEN,Walking Track,861.804056565069,04acc43e-07a1-4719-9af4-cddb86215082
2714,6,100031653,COLONIAL KNOB FARM ROAD TO SUMMIT,OPEN,Walking Track,4244.81115005162,b3fa1529-6e92-4046-8010-5221536f22e6
2715,6,100045714,TE PUIA TK - Car Park to Te Puia Hut,OPEN,Easy Tramping Track,6425.53040204783,be3acc33-785c-4f22-8c8a-8edee413c9b1
2716,6,100045022,MAKAHU RD TO MAKINO HUT TK,OPEN,Tramping Track,5459.94895385884,be1be323-3910-42aa-879d-52d602e53642
2717,6,100045563,NGAHERE LOOP TK,OPEN,Tramping Track,1503.31415411504,533a29fd-b404-41c6-a253-fe77e069f55d
2718,6,100044623,RUAHINE HUT TO SHUTES HUT TK,OPEN,Tramping Track,10401.9868756028,aad9357f-b284-4683-833e-40946acd7424
2719,6,100045735,NO MANS RD-DIANES HUT - TARUARAU BIV TR,OPEN,Tramping Track,1882.17111664752,95b89110-4c8a-4073-b4e5-9f226ab8c383
2720,6,100044627,MASTERS SHELTER -GOLDEN CROWN RIDGE,OPEN,Tramping Track,4047.87304461135,d81c5295-cb0a-4650-bc61-022a2d13d99e
2721,6,100038259,MAKAHIKA BUSH EDGE TO MANGAHAO ROAD,OPEN,Tramping Track,11115.9015591427,fe688d7a-ad84-4dc0-b655-98a86da6ccea
2722,6,100045012,NO 2 DAM TO COLLEGE CREEK,OPEN,Tramping Track,10313.8713414593,a57d9dfe-0668-431b-a3ae-de672c36ac7c
2723,6,100042118,PANATEWAEWAE RIDGE TRACK,OPEN,Tramping Track,3102.98888798483,e01dbf89-4c95-4d6e-841b-81f547c97d54
2724,6,100066109,WAIKOPIRO TK,OPEN,Walking Track,1447.08013026078,6d2cc5d0-6ded-410b-a281-37f5b8903902
2725,6,100044622,Kahikanui Track,OPEN,Tramping Track,2084.74241564627,68412b97-be74-4fa0-be31-fc205e774cbf
2726,2,100066630,KEPLER TK - RAINBOW REACH TO TE ANAU CON,OPEN,Walking Track,9613.07586320838,b58ad0a3-51da-41f8-aa7b-f48714b008ca
2727,4,100039856,Taumarumaru Coastal Track,OPEN,Short Walk,2476.06721155378,897c1baf-5c7b-4c4e-8f8e-7631c1cc0b92
2728,6,100044824,BLOCK XVI TRACK,OPEN,Tramping Track,2246.09090270127,1b0ffa6c-4168-465e-ae7b-cad5fec33d44
2729,6,100032259,MID POHANGINA TK TO TAKAPARI ROAD VIA CE,OPEN,Tramping Track,1750.75849043029,7f544dfc-9c55-4f9b-9a67-3736347e3eda
2730,2,100031348,DEAN TK,OPEN,Walking Track,2126.51667700799,69fe11fc-56e9-4f70-972a-c84d852e398d
2731,5,100046282,LAKE GUNN NATURE WALK,OPEN,Short Walk,1283.26650076439,0674107e-e08c-4439-904e-98afbdd11e5c
2732,2,100091146,DELTA LAKESHORE TRACK,OPEN,Walking Track,344.817083546908,15850309-e998-401a-98d5-f8c451a88425
2733,6,100066203,TIROHANGA TRACK,OPEN,Walking Track,4434.46653502986,c3358f12-75be-48b2-94a9-4c2199ba8b12
2734,6,100037998,HOUSE VALLEY WALK - MANA ISLAND,OPEN,Walking Track,364.922942261649,a76c9c65-ee3a-4bfe-89e3-f6645da82608
2735,6,100039115,MANA ISLAND - CENTRAL TRACK,OPEN,Walking Track,663.360624525661,3650b5dc-1a40-4333-9334-d8d31894448f
2736,6,100039116,MANA ISLAND - SOUTHERN TRACK,OPEN,Walking Track,1553.16123410263,f6c11d5b-a2cc-46d6-addf-e170d4c56b49
2737,6,100037997,WETLAND LOOP WALK,OPEN,Walking Track,1024.78540974657,b169efbd-b7a8-4361-bf27-222f2f9e1411
2738,2,100085297,Hogs Back Track,OPEN,Easy Tramping Track,10447.3964003327,e3a57d71-9fda-41da-a755-30cf91564650
2739,2,100103619,Water Intake Track,OPEN,Easy Tramping Track,809.099293710206,01338e24-36d3-4043-b3c5-26f9ac62291b
2740,2,100040415,WAIKAHOA CAMPSITE TRACK,OPEN,Walking Track,267.04203594538,0b630e57-897c-4dcf-8cff-faa2ca7eaa67
2741,2,100065993,TOHUMOANA LOOKOUT TRACK,OPEN,Walking Track,4331.69269931255,00b5fc22-d7f3-44c3-bab0-1300b862f673
2742,6,100044547,PENINSULA LOOP WALK,OPEN,Walking Track,4850.99403123556,560bc872-caf7-4b99-8020-1dfaeb347984
2743,2,100045135,CRYSTAL BATTERY TK,OPEN,Tramping Track,2078.31612224504,43cffb1c-c426-43fd-8369-10da2aa53f38
2744,2,100042996,BULLENDALE TRACK,OPEN,Tramping Track,7954.40062757829,8fe57540-5b0c-4f60-ac6b-1c5fdadeb18f
2745,2,100046059,Moraine Walk Fox Glacier,OPEN,Short Walk,590.252201890042,3955a957-cf3a-48df-a0fa-60e335f93306
2746,2,100089989,Glacier View (River Walk Disabled),OPEN,Short Walk(disabled),347.853213865987,16698ab6-ce6a-474e-9549-d1b6d307eab1
2747,2,100039144,Te Tahi Cave Track,OPEN,Tramping Track,69.1543597761478,7848872f-c2bb-459c-8a32-cfffeeb48a63
2748,5,100066795,Mt Glasgow Route - NM,OPEN,Route,4916.07841129348,07571b76-1729-401d-b50f-ece0cd37f0c3
2749,6,100122828,New Era Branch,OPEN,Tramping Track,501.693401938233,af687d84-a789-4363-b0ae-88c65e01f260
2750,6,100044998,Water Race Track,OPEN,Tramping Track,795.652409153751,faddb762-c1b9-454d-beb3-1370d86ffb6f
2751,6,100122825,Piako County Tramway,OPEN,Tramping Track,1571.93510714001,189cf6b5-57c0-4242-995d-00ec9405329e
2752,2,100066381,BUTLERS INCLINE TK,OPEN,Tramping Track,384.652769699527,339d3493-0952-439b-ba34-f3b79c4c5e1d
2753,6,100044344,WAIORONGOMAI - HIGH LEVEL TK,OPEN,Tramping Track,3183.59648708545,ca42494a-d561-4583-8839-6f7215ee388b
2754,2,100122326,Black Rock Walking Track,OPEN,Walking Track,1090.99389238368,3f9d2030-687b-4727-8ce8-669d12fc5b30
2755,2,100066593,FLOWER BROTHERS WALK,OPEN,Short Walk,176.019141929232,724345a5-a7cd-4c15-b1ed-fa4acaf09257
2756,2,100066594,ROTOROA NATURE WALK,OPEN,Walking Track,913.273328903542,dc25d5dd-c5d0-4ddc-93d0-9d823862dc76
2757,6,100038924,LEATHAM WET WEATHER TRACK,OPEN,Tramping Track,6503.48328560535,97da3fff-7ddb-491b-90da-987eabfc54d0
2758,2,100098581,Red Tape MTB Track,OPEN,Tramping Track,2058.42952777557,e5ba179c-3abf-47e3-ba1c-7c64c1d80e99
2759,2,100045967,TIMMS CK ROADEND TO TIMMS FORKS,OPEN,Tramping Track,5718.1032038624,abc06208-78a3-44dc-8dad-dae3faf83211
2760,2,100097755,Picnic Pond Loop Track,OPEN,Walking Track,251.865382593467,8268efe6-9f88-48e0-9bad-924fe1a2d6dd
2761,2,100066579,Omaha Cove Walk,OPEN,Walking Track,727.73184538713,cfd10d40-1ff1-40d8-833c-2e544e4d3b68
2762,6,100066914,N/S TK - CASHMORES TK TO PUKEKOHATU PK,OPEN,Route,7562.92514514742,c85a0b92-734d-4dee-9a13-ab7bd2df32a2
2763,2,100044757,BLACK REEF TRACK.,OPEN,Tramping Track,1056.8694860434,f5bfffad-f7c4-44e6-a9e3-6d531e20bc1e
2764,3,100094793,Pilgrims Way Coastal Track,OPEN,Walking Track,4018.28446615905,b2f3175d-eff4-410f-8bf5-07fcc2db35fc
2765,2,100095645,Godley Head Gun Emplacements Track,OPEN,Walking Track,1317.60558124353,de807234-5f14-4403-ab4f-040fe2c1d765
2766,2,100066707,Arthur's Pass Walking Track,OPEN,Walking Track,3099.49881348116,76101f30-e3f4-4313-8418-2c3c8e3109b6
2767,2,100037923,Big Tree Disabled Walk,OPEN,Short Walk(disabled),218.206780365326,5d18a0f9-4a41-475f-9ba6-4d22cc0b516f
2768,1,100037876,GLT WHAKAIPO-KINLOCH TRACK (W2K),OPEN,Walking Track,12905.9466155228,5a1670ca-f21c-4037-9ec1-f21b80693fe4
2769,6,100044168,LANGSVIEW TRACK,OPEN,Walking Track,6615.10694766134,2bc31ef5-85bc-4a2b-9b10-6c0f6e168d14
2770,6,100066834,HINERUA RIDGE TK,OPEN,Tramping Track,2669.57850667803,59cc71b2-768f-4d4a-9c0e-ce545beeaecf
2771,3,100091646,Campground Link Track,OPEN,Walking Track,298.548911058748,a67fcf13-b535-4d9d-8dfc-694a103a3ba2
2772,3,100091647,River Access,OPEN,Walking Track,246.093337983185,f4667c96-4877-4960-a946-601085910ac6
